번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,다중이용업소여부
66,숙박업,03_11_03_P,3250000,3250000-201-2013-00003,2013-06-18,,1,영업/정상,1,영업,,,,,,173.94,,,부산광역시 중구 광복로 21-3 (부평동1가),48979,놀 게스트하우스,2023-01-04 11:00,U,2023-01-07 2:40,숙박업 기타,384806.9541,179709.8147,숙박업 기타,4,0,3,4,0,0,0,10,,,,자가,0,0,N
67,숙박업,03_11_03_P,3250000,3250000-201-1980-00120,1980-06-03,,1,영업/정상,1,영업,,,,,,485.94,600-074,부산광역시 중구 부평동4가 25-1,부산광역시 중구 보수대로44번길 5 (부평동4가),48974,MK 게스트하우스,2020-07-03 11:30,U,2020-07-05 2:40,숙박업 기타,384447.7964,179860.0816,숙박업 기타,4,1,2,4,0,0,3,16,,,,자가,,,N
68,숙박업,03_11_03_P,3250000,3250000-201-1996-00142,1996-12-26,,1,영업/정상,1,영업,,,,,,0,600-045,부산광역시 중구 남포동5가 42번지,부산광역시 중구 자갈치로47번길 5-16 (남포동5가),48983,대아장,2020-01-29 14:16,U,2020-01-31 2:40,여관업,384907.1829,179485.2698,여관업,0,0,0,0,0,0,2,8,,,,자가,,,N
69,숙박업,03_11_03_P,3250000,3250000-214-1978-00001,1978-06-12,,1,영업/정상,1,영업,,,,,051 4695191,388.89,600-811,부산광역시 중구 영주동 630-1번지,부산광역시 중구 대영로242번길 16 (영주동),48923,모텔 몽,2019-11-21 14:43,U,2019-11-23 2:40,숙박업(생활),385612.1828,180959.1373,숙박업(생활),3,0,1,3,0,0,0,31,,,,임대,,,N
70,숙박업,03_11_03_P,3250000,3250000-201-2012-00004,2012-11-23,,1,영업/정상,1,영업,,,,,051 253 3001,937.26,600-031,"부산광역시 중구 광복동1가 45 (6,7층)","부산광역시 중구 광복로 88, 6,7층 (광복동1가)",48954,호텔 콤마,2025-08-25 15:06,U,2025-08-27 2:40,여관업,385446.8882,179594.4333,여관업,8,2,6,7,0,0,0,28,,,,임대,0,0,N
71,숙박업,03_11_03_P,3250000,3250000-201-2016-00002,2016-02-01,,1,영업/정상,1,영업,,,,,051 254 7772,3087.25,600-023,부산광역시 중구 동광동3가 14,부산광역시 중구 백산길 15 (동광동3가),48955,(주)와이티티호텔남포(YTT HOTEL NAMPO),2025-04-02 17:43,U,2025-04-04 2:40,일반호텔,385451.5926,179944.293,일반호텔,8,1,1,8,0,0,0,54,,,,자가,0,0,N
72,숙박업,03_11_03_P,3250000,3250000-201-2012-00001,2012-01-30,,1,영업/정상,1,영업,,,,,051 2482222,259.7,600-031,부산광역시 중구 광복동1가 45 (8층),"부산광역시 중구 광복로 88, 8층 (광복동1가)",48954,남포테라스30,2025-11-07 14:29,U,2025-11-09 2:40,숙박업 기타,385446.8882,179594.4333,숙박업 기타,8,2,8,8,0,0,0,7,,,,임대,0,0,N
73,숙박업,03_11_03_P,3250000,3250000-201-2018-00001,2018-04-04,,1,영업/정상,1,영업,,,,,051 254 0702,4155.18,600-807,부산광역시 중구 부평동2가 51-3번지,부산광역시 중구 보수대로 24 (부평동2가),48980,하운드 호텔(Hound Hotel),2018-08-21 13:29,I,2018-08-31 23:59,일반호텔,384605.404,179657.1208,일반호텔,13,1,1,12,0,0,0,87,,,,,0,0,N
74,숙박업,03_11_03_P,3250000,3250000-201-1988-00061,1988-03-04,,1,영업/정상,1,영업,,,,,051 4640567,836,600-811,부산광역시 중구 영주동 743-33번지,부산광역시 중구 중구로 160 (영주동),48923,힐사이드 호텔,2018-04-20 15:54,I,2018-08-31 23:59,일반호텔,385551.3951,180800.3253,일반호텔,0,0,2,8,0,0,0,61,,,,자가,,,N
75,숙박업,03_11_03_P,3250000,3250000-201-2017-00005,2017-07-19,,1,영업/정상,1,영업,,,,,051 243 8001,3106.04,600-011,부산광역시 중구 중앙동1가 22-7,부산광역시 중구 해관로 20 (중앙동1가),48957,(주)센트럴파크호텔 부산,2023-10-30 13:54,U,2023-11-01 2:40,일반호텔,385571.1947,179831.6885,일반호텔,14,2,2,14,0,0,0,67,,,,자가,0,0,N
76,숙박업,03_11_03_P,3250000,3250000-201-1998-00031,1998-03-05,,1,영업/정상,1,영업,,,,,051 2455343,788.28,600-046,부산광역시 중구 남포동6가 115-5번지,부산광역시 중구 자갈치로15번길 4 (남포동6가),48982,모텔 트리,2020-01-14 13:19,U,2020-01-16 2:40,여관업,384689.4156,179395.9864,여관업,0,0,0,0,0,0,1,18,,,,임대,,,N
77,숙박업,03_11_03_P,3250000,3250000-201-1969-00096,1969-05-21,,1,영업/정상,1,영업,,,,,051 2444321,33.9,600-046,"부산광역시 중구 남포동6가 80-5번지 ,6","부산광역시 중구 중구로5번길 5-1 (남포동6가, 80-5,6)",48981,신흥,2019-11-15 9:12,U,2019-11-19 2:40,여관업,384803.0716,179541.9958,여관업,0,0,0,0,0,0,1,9,,,,임대,,,N
78,숙박업,03_11_03_P,3250000,3250000-201-2011-00002,2011-07-22,,1,영업/정상,1,영업,,,,,051 244 0700,2832.61,600-046,부산광역시 중구 남포동6가 105-1,부산광역시 중구 보수대로 8-3 (남포동6가),48981,리자인호텔,2023-01-19 11:04,U,2023-01-21 2:40,일반호텔,384649.902,179520.694,일반호텔,10,1,10,0,1,0,0,51,,,,자가,0,0,N
79,숙박업,03_11_03_P,3250000,3250000-201-2018-00003,2018-05-25,,1,영업/정상,1,영업,,,,,051 244 1100,1555.5,600-807,부산광역시 중구 부평동2가 51-2 외1필지,부산광역시 중구 보수대로 26 (부평동2가),48980,헤르메스호텔,2025-10-30 16:10,U,2025-11-01 2:40,일반호텔,384596.3138,179673.0069,일반호텔,12,1,3,12,0,0,0,39,,,,,0,0,N
80,숙박업,03_11_03_P,3250000,3250000-201-2007-00001,2007-03-29,,1,영업/정상,1,영업,,,,,051 4422338,1626.1,600-816,부산광역시 중구 중앙동4가 74-9 (1~7층),부산광역시 중구 충장대로9번길 64 (중앙동4가),48934,호텔 공감공간,2025-05-14 13:41,U,2025-05-16 2:40,일반호텔,385849.913,180977.3095,일반호텔,8,0,1,7,0,0,4,32,,,,자가,,,N
81,숙박업,03_11_03_P,3250000,3250000-201-1984-00106,1984-08-28,,1,영업/정상,1,영업,,,,,051 2461408,233.67,600-046,"부산광역시 중구 남포동6가 8-1번지 ,2","부산광역시 중구 자갈치로38번길 4-1 (남포동6가, 8-1,2)",48982,대성장,2019-11-27 16:20,U,2019-11-29 2:40,여관업,384895.5748,179386.0374,여관업,0,0,0,0,0,0,7,10,,,,자가,,,N
82,숙박업,03_11_03_P,3250000,3250000-201-2006-00001,2006-05-18,,1,영업/정상,1,영업,,,,,051 2550880,1182.25,600-031,"부산광역시 중구 광복동1가 8 ,15-1번지 (2~6층)","부산광역시 중구 광복로85번길 5-7, 2~6층 (광복동1가, 8,15-1번지)",48952,더 라스트 호텔(THE LAST HOTEL),2024-11-01 14:56,U,2024-11-03 2:40,여관업,385363.4682,179642.2614,여관업,6,2,2,6,0,0,0,36,,,,자가,0,0,N
83,숙박업,03_11_03_P,3250000,3250000-201-1993-00139,1993-11-23,,1,영업/정상,1,영업,,,,,051 2452306,144.41,600-805,부산광역시 중구 부평동1가 41-14,부산광역시 중구 광복로16번길 10 (부평동1가),48980,영빈장여관,2022-05-12 11:48,U,2022-05-14 2:40,여관업,384727.1903,179653.7729,여관업,0,0,0,0,0,0,1,9,,,,자가,0,0,N
84,숙박업,03_11_03_P,3250000,3250000-201-1968-00108,1968-10-02,,1,영업/정상,1,영업,,,,,051 4698755,86.13,600-025,부산광역시 중구 동광동5가 48-2,부산광역시 중구 동광길 27 (동광동5가),48927,호텔40계단,2021-04-09 17:18,U,2021-04-11 2:40,여관업,385423.7685,180223.7144,여관업,0,0,0,0,0,0,7,6,,,,,,,N
85,숙박업,03_11_03_P,3250000,3250000-201-1982-00007,1982-12-10,,1,영업/정상,1,영업,,,,,051 2411051,6488,600-032,부산광역시 중구 광복동2가 2-72번지,부산광역시 중구 광복로67번길 8 (광복동2가),48952,로얄관광호텔,2017-12-12 13:20,I,2018-08-31 23:59,관광호텔,385281.0971,179685.3524,관광호텔,0,0,0,0,0,0,15,85,,,,자가,,,N
86,숙박업,03_11_03_P,3250000,3250000-201-1977-00087,1977-12-19,,1,영업/정상,1,영업,,,,,051 2451371,109.23,600-022,부산광역시 중구 동광동2가 11-19,부산광역시 중구 대청로126번길 32-12 (동광동2가),48951,부산,2023-10-26 11:18,U,2023-10-28 2:40,여관업,385408.447,179794.6495,여관업,0,0,0,0,0,0,3,9,,,,임대,,,N
87,숙박업,03_11_03_P,3250000,3250000-201-1967-00117,1967-12-20,,1,영업/정상,1,영업,,,,,051 4699766,99,600-811,부산광역시 중구 영주동 626-2번지,부산광역시 중구 대영로242번길 20 (영주동),48923,초원그린빌,2018-12-17 9:52,U,2018-12-19 2:40,여관업,385606.4392,180911.8055,여관업,2,1,1,1,0,0,0,10,,,,임대,,,N
88,숙박업,03_11_03_P,3250000,3250000-201-1980-00016,1980-06-18,,1,영업/정상,1,영업,,,,,051 2452330,200.18,600-045,부산광역시 중구 남포동5가 87-2번지,부산광역시 중구 자갈치로 41 (남포동5가),48983,해변의모텔,2020-04-29 11:52,U,2020-05-01 2:40,여관업,384929.9943,179453.3983,여관업,0,0,0,0,0,0,4,18,,,,임대,,,N
89,숙박업,03_11_03_P,3250000,3250000-201-1982-00128,1982-01-09,,1,영업/정상,1,영업,,,,,051 2446689,90.26,600-083,부산광역시 중구 보수동3가 52-5번지 외 1필지,부산광역시 중구 흑교로45번길 30-3 (보수동3가),48966,로즈텔,2019-12-19 9:48,U,2019-12-21 2:40,여관업,384269.3682,180171.7769,여관업,0,0,0,0,0,0,2,9,,,,임대,,,N
90,숙박업,03_11_03_P,3250000,3250000-201-1985-00020,1985-12-12,,1,영업/정상,1,영업,,,,,051 2423856,177,600-809,부산광역시 중구 부평동3가 59-1,부산광역시 중구 흑교로11번길 10-1 (부평동3가),48975,오륙도,2023-02-09 16:08,U,2023-02-11 2:40,여관업,384478.2274,179838.7515,여관업,0,0,0,0,0,0,8,11,,,,자가,0,0,N
91,숙박업,03_11_03_P,3250000,3250000-201-1992-00029,1992-05-26,,1,영업/정상,1,영업,,,,,051 2444321,134.41,600-046,부산광역시 중구 남포동6가 96-7,부산광역시 중구 중구로5번길 12 (남포동6가),48981,로망스,2021-12-23 10:59,U,2021-12-25 2:40,여관업,384758.2874,179551.4195,여관업,0,0,0,0,0,0,2,9,,,,임대,0,0,N
92,숙박업,03_11_03_P,3250000,3250000-201-1977-00053,1977-07-04,,1,영업/정상,1,영업,,,,,051 2460408,0,600-045,부산광역시 중구 남포동5가 76-2,부산광역시 중구 자갈치로 51 (남포동5가),48983,동성장,2022-11-21 10:32,U,2022-11-23 2:40,여관업,385015.7009,179480.5357,여관업,0,0,0,0,0,0,6,13,,,,임대,0,0,N
93,숙박업,03_11_03_P,3250000,3250000-201-1979-00001,1979-03-17,,1,영업/정상,1,영업,,,,,051 2414661,1077.49,600-806,부산광역시 중구 부평동2가 68-6,부산광역시 중구 중구로33번길 44 (부평동2가),48977,대영호텔,2025-02-12 14:08,U,2025-02-14 2:40,일반호텔,384626.9189,179878.923,일반호텔,7,2,0,0,0,0,12,30,,,,자가,0,0,N
94,숙박업,03_11_03_P,3250000,3250000-201-1980-00090,1980-05-20,,1,영업/정상,1,영업,,,,,051 2467956,131.11,600-045,"부산광역시 중구 남포동5가 66-1 (2,3층)","부산광역시 중구 자갈치로59번길 5-7, 2,3층 (남포동5가)",48983,명성장모텔,2025-08-18 11:20,U,2025-08-20 2:40,여관업,385081.8073,179519.3846,여관업,0,0,2,3,0,0,5,11,,,,임대,,,N
95,숙박업,03_11_03_P,3250000,3250000-201-1983-00046,1983-08-09,,1,영업/정상,1,영업,,,,,051 2572850,0,600-044,부산광역시 중구 남포동4가 39-4번지,부산광역시 중구 자갈치로 64-1 (남포동4가),48984,평화여인숙,2020-01-02 10:27,U,2020-01-04 2:40,여인숙업,385138.6678,179477.2173,여인숙업,0,0,0,0,0,0,11,0,,,,자가,,,N
96,숙박업,03_11_03_P,3250000,3250000-201-2003-00003,2003-09-04,,1,영업/정상,1,영업,,,,,051 2478300,2053,600-023,부산광역시 중구 동광동3가 25번지,부산광역시 중구 백산길 14 (동광동3가),48951,몽베르 모텔,2019-12-31 9:19,U,2020-01-02 2:40,여관업,385412.4863,179953.9073,여관업,8,0,0,0,0,0,0,40,,,,자가,,,N
97,숙박업,03_11_03_P,3250000,3250000-201-1970-00074,1970-08-08,,1,영업/정상,1,영업,,,,,051 2451202,341.95,600-805,부산광역시 중구 부평동1가 41-15,부산광역시 중구 광복로12번길 7-7 (부평동1가),48980,파크장,2023-10-23 16:34,U,2023-10-25 2:40,여관업,384727.5665,179648.0502,여관업,0,0,0,0,0,0,1,16,,,,자가,0,0,N
98,숙박업,03_11_03_P,3250000,3250000-201-1967-00039,1967-03-11,,1,영업/정상,1,영업,,,,,051 2459458,117.27,600-807,부산광역시 중구 부평동2가 38-2,부산광역시 중구 광복로6번길 11-1 (부평동2가),48980,부산,2022-02-28 9:47,U,2022-03-02 2:40,여인숙업,384645.6216,179592.7732,여인숙업,0,0,0,0,0,0,6,0,,,,,0,0,N
99,숙박업,03_11_03_P,3250000,3250000-201-1969-00033,1969-03-29,,1,영업/정상,1,영업,,,,,051 2458093,0,600-046,"부산광역시 중구 남포동6가 93-5 ,96-9","부산광역시 중구 중구로5번길 10-1 (남포동6가, 93-5,96-9)",48981,평안,2023-10-26 11:15,U,2023-10-28 2:40,여인숙업,384765.5138,179549.6533,여인숙업,0,0,0,0,0,0,10,0,,,,임대,,,N
100,숙박업,03_11_03_P,3250000,3250000-201-1966-00100,1966-10-04,,1,영업/정상,1,영업,,,,,051 2456344,45.03,600-805,부산광역시 중구 부평동1가 41-5번지,부산광역시 중구 광복로12번길 7-4 (부평동1가),48980,유일모텔,2019-11-15 9:13,U,2019-11-19 2:40,여관업,384713.9787,179629.1773,여관업,0,0,0,0,0,0,5,5,,,,,,,N
101,숙박업,03_11_03_P,3250000,3250000-201-1969-00102,1969-09-19,,1,영업/정상,1,영업,,,,,051 2578030,328.07,600-071,"부산광역시 중구 부평동1가 41-9 ,10","부산광역시 중구 광복로12번길 7-8 (부평동1가, 41-9,10)",48980,리베스테이,2025-04-07 10:17,U,2025-04-09 2:40,여관업,384726.5589,179632.5523,여관업,0,0,0,0,0,0,1,12,,,,자가,0,0,N
102,숙박업,03_11_03_P,3250000,3250000-201-2011-00003,2011-08-26,,1,영업/정상,1,영업,,,,,051 469 6900,2625.36,600-816,부산광역시 중구 중앙동4가 77-4,부산광역시 중구 중앙대로 142 (중앙동4가),48936,비티호텔(BT HOTEL),2023-05-01 11:47,U,2023-05-03 2:40,여관업,385724.9128,180893.1642,여관업,10,1,9,0,1,0,0,47,,,,자가,,,N
103,숙박업,03_11_03_P,3250000,3250000-201-2012-00002,2012-03-30,,1,영업/정상,1,영업,,,,,051 2457900,2071.31,600-806,부산광역시 중구 부평동2가 63-11번지 외 1필지,부산광역시 중구 흑교로 10 (부평동2가),48977,마르쉐(Marcher),2019-04-04 13:28,U,2019-04-06 2:40,여관업,384599.4615,179780.7192,여관업,7,0,1,7,0,0,0,46,,,,자가,,,N
104,숙박업,03_11_03_P,3250000,3250000-201-1974-00005,1974-07-23,,1,영업/정상,1,영업,,,,,051 2414301,7485,600-022,부산광역시 중구 동광동2가 12-1,부산광역시 중구 광복로97번길 23 (동광동2가),48951,(주)부산관광호텔,2023-07-04 10:19,U,2023-07-06 2:40,관광호텔,385447.4045,179824.5903,관광호텔,0,0,0,0,0,0,8,267,,,,자가,0,0,N
105,숙박업,03_11_03_P,3250000,3250000-201-1975-00060,1975-01-08,,1,영업/정상,1,영업,,,,,051 2431001,5637,600-023,부산광역시 중구 동광동3가 20,부산광역시 중구 백산길 20 (동광동3가),48951,경화기업(주) 타워힐관광호텔,2023-07-24 16:31,U,2023-07-26 2:40,관광호텔,385421.9032,179905.7944,관광호텔,6,1,2,6,0,0,1,115,,,,자가,0,0,N
106,숙박업,03_11_03_P,3250000,3250000-201-1985-00023,1985-11-22,,1,영업/정상,1,영업,,,,,051 2467273,419.85,600-044,부산광역시 중구 남포동4가 8-1번지 (3~5층),"부산광역시 중구 자갈치로59번길 2, 3~5층 (남포동4가)",48984,동명장,2019-07-18 9:16,U,2019-07-20 2:40,여관업,385111.3004,179512.6159,여관업,5,1,3,5,0,0,5,11,,,,임대,,,N
107,숙박업,03_11_03_P,3250000,3250000-201-2019-00001,2019-11-28,,1,영업/정상,1,영업,,,,,051 248 3339,1991.58,600-032,부산광역시 중구 광복동2가 2-81,부산광역시 중구 광복로67번길 12 (광복동2가),48952,마론 호텔,2021-12-14 13:23,U,2021-12-16 2:40,일반호텔,385262.5423,179693.3206,일반호텔,10,1,0,10,1,0,0,51,,,,자가,0,0,N
108,숙박업,03_11_03_P,3250000,3250000-201-2022-00003,2022-03-02,,1,영업/정상,1,영업,,,,,051 715 8844,444.69,600-044,부산광역시 중구 남포동4가 30-4,"부산광역시 중구 자갈치해안로 57-2, 3,4,5층 (남포동4가)",48984,아몬드호텔(남포동),2023-03-07 15:11,U,2023-03-09 2:40,일반호텔,385169.2721,179453.1612,일반호텔,5,1,4,5,0,0,0,3,,,,,0,0,N
109,숙박업,03_11_03_P,3250000,3250000-201-2022-00002,2022-03-02,,1,영업/정상,1,영업,,,,,051 715 8844,419.19,600-044,부산광역시 중구 남포동4가 30-3,"부산광역시 중구 자갈치해안로 57-1, 3,4,5층 (남포동4가)",48984,아몬드호텔(남포동),2023-03-07 15:07,U,2023-03-09 2:40,일반호텔,385160.8885,179452.2233,일반호텔,5,1,4,5,0,0,0,3,,,,,0,0,N
110,숙박업,03_11_03_P,3250000,3250000-201-2022-00001,2022-03-02,,1,영업/정상,1,영업,,,,,,461.7,600-044,부산광역시 중구 남포동4가 30,"부산광역시 중구 자갈치해안로 57, 3,4,5층 (남포동4가)",48984,아몬드호텔(남포동),2025-03-04 9:34,U,2025-03-06 2:40,일반호텔,385152.4414,179451.2825,일반호텔,5,1,4,5,0,0,0,3,,,,,0,0,N
111,숙박업,03_11_03_P,3250000,3250000-214-2024-00003,2024-06-19,,1,영업/정상,1,영업,,,,,,807.95,600-046,부산광역시 중구 남포동6가 99,부산광역시 중구 중구로5번길 14 (남포동6가),48981,코티스 더 브릿지,2024-12-13 14:33,U,2024-12-15 2:40,숙박업(생활),384717.4733,179565.8992,숙박업(생활),0,0,3,20,0,0,0,30,,,,,0,0,N
112,숙박업,03_11_03_P,3250000,3250000-214-2024-00005,2024-07-04,,1,영업/정상,1,영업,,,,,,179.73,600-046,부산광역시 중구 남포동6가 95-1,"부산광역시 중구 비프광장로 14-2, 2층 (남포동6가)",48981,디어문 하우스,2024-07-04 16:51,I,2024-07-06 0:13,숙박업(생활),384750.1812,179577.9797,숙박업(생활),2,0,0,0,0,0,0,2,,,,,0,0,N
113,숙박업,03_11_03_P,3250000,3250000-214-2024-00004,2024-07-02,,1,영업/정상,1,영업,,,,,,1478.33,600-046,부산광역시 중구 남포동6가 99,부산광역시 중구 중구로5번길 14 (남포동6가),48981,라비앙즈 더베이먼트 남포점,2025-08-25 15:38,U,2025-08-27 2:40,숙박업(생활),384717.4733,179565.8992,숙박업(생활),0,0,3,20,0,0,0,48,,,,,0,0,N
114,숙박업,03_11_03_P,3250000,3250000-201-2015-00001,2015-01-15,,1,영업/정상,1,영업,,,,,051 710 0096,2137.79,600-042,부산광역시 중구 남포동2가 37,부산광역시 중구 구덕로 22 (남포동2가),48954,스테이웰호텔,2023-01-04 15:16,U,2023-01-07 2:40,일반호텔,385343.6902,179542.3092,일반호텔,10,1,2,10,0,0,0,72,,,,임대,3,3,N
115,숙박업,03_11_03_P,3250000,3250000-201-1970-00103,1970-11-07,,1,영업/정상,1,영업,,,,,051 243 8567,101.88,600-807,부산광역시 중구 부평동2가 37-4 (2~4층),"부산광역시 중구 광복로6번길 7, 2~4층 (부평동2가)",48980,스테이 쉬라,2025-09-11 15:05,U,2025-09-13 2:40,여관업,384644.9034,179634.0904,여관업,5,0,2,4,0,0,0,9,,,,임대,,,N
116,숙박업,03_11_03_P,3250000,3250000-201-1969-00034,1969-04-12,,1,영업/정상,1,영업,,,,,051 2451937,174.1,600-046,부산광역시 중구 남포동6가 95-3,부산광역시 중구 중구로5번길 12-12 (남포동6가),48981,BIFF 게스트하우스,2022-11-07 16:49,U,2022-11-09 2:40,숙박업 기타,384756.7586,179565.5926,숙박업 기타,3,0,1,3,0,0,16,0,,,,임대,0,0,N
117,숙박업,03_11_03_P,3250000,3250000-201-2014-00006,2014-12-12,,1,영업/정상,1,영업,,,,,051 678 1000,32084.61,600-816,부산광역시 중구 중앙동4가 83-1,부산광역시 중구 중앙대로 114 (중앙동4가),48938,크라운하버호텔 부산,2025-09-04 15:35,U,2025-09-06 2:40,일반호텔,385634.4598,180615.9642,일반호텔,27,4,3,27,4,1,0,500,,,,자가,0,0,N
118,숙박업,03_11_03_P,3250000,3250000-201-2015-00008,2015-10-14,,1,영업/정상,1,영업,,,,,,583.32,600-045,부산광역시 중구 남포동5가 6-3,부산광역시 중구 남포길 12-2 (남포동5가),48953,제이모텔,2022-03-29 16:37,U,2022-03-31 2:40,여관업,385041.8314,179618.995,여관업,0,0,1,3,0,0,0,22,,,,,0,0,N
119,숙박업,03_11_03_P,3250000,3250000-201-1990-00009,1990-02-08,,1,영업/정상,1,영업,,,,,051 2579334,1373,600-082,부산광역시 중구 보수동2가 105-2,부산광역시 중구 보수대로124번길 82 (보수동2가),48964,호텔 그레이,2025-10-15 15:05,U,2025-10-17 2:40,일반호텔,384508.5749,180168.6449,일반호텔,0,0,0,0,0,0,10,21,,,,자가,0,0,N
120,숙박업,03_11_03_P,3250000,3250000-201-1968-00094,1968-02-13,,1,영업/정상,1,영업,,,,,051 245 8093,212.6,600-046,부산광역시 중구 남포동6가 93-6,부산광역시 중구 중구로5번길 10-2 (남포동6가),48981,로즈모텔,2024-06-10 10:12,U,2024-06-12 2:40,여관업,384765.7069,179557.9626,여관업,0,0,0,0,0,0,8,7,,,,임대,,,N
121,숙박업,03_11_03_P,3250000,3250000-201-1976-00015,1976-12-30,,1,영업/정상,1,영업,,,,,,980.89,600-011,부산광역시 중구 중앙동1가 23-24,부산광역시 중구 대청로134번길 23 (중앙동1가),48956,호텔 더 루아 남포롯데점,2025-08-26 13:29,U,2025-08-28 2:40,일반호텔,385512.7335,179866.0376,일반호텔,0,0,0,0,0,0,15,20,,,,자가,0,0,N
